/*
// 注釋/例句
繁簡轉換前誤	正
// 《咫尺之间人尽敌国》	不愧为军部的制甲大师， (~製<ATT>n:大师 ~製<parent.relate:FEAT>d:不愧为 ~製<←VOB>n:甲 n:军部+u:的+v:制+n:甲+n:大师) (~製甲<ATT>n:大师 n:军部+u:的+v:制甲+n:大师) (~製甲<ATT>n:大师 n:军部+u:的+b:制甲+n:大师)
// 解析錯誤 @ 《咫尺之间人尽敌国》	百里青锋早上和斯维奇师长说了要借用军部制甲大师一事， (v:要+v:借用+n:军部制甲+n:大师)
制甲大师	製甲大師
// 《咫尺之间人尽敌国》	亦是摧枯拉朽的卷中极光帝主，卷中极光帝主身后四十一星柱成员！ (~捲<ATT>nd:中 d:亦+v:是+i:摧枯拉朽+u:的+n:卷+nd:中+n:极光+n:帝主+wp:，+n:卷+nd:中+n:极光+n:帝主+n:身后+m:四十一+n:星+n:柱+n:成员+wp:！)
卷中极光帝主	捲中極光帝主
// 解析錯誤 @ 《咫尺之间人尽敌国》	«角色人名»	余姓人名:	余長青 (nh:余长青 m:余长青 n:余长青)
余长青	余長青
// 解析錯誤 @ 《咫尺之间人尽敌国》	余宗主想将长青宗迁至我们夏亚， (nh:余+n:宗主) (nh:余+q:宗主)
//余宗主	余宗主
// 《咫尺之间人尽敌国》	«角色人名»	黄岩市长青宗余宗主？ (ns:黄岩市+nz:长青宗余+n:宗主) (ns:黄岩市+nz:长青宗余宗主)
长青宗余宗主	長青宗余宗主


// 解析錯誤 @ 《我师兄实在太稳健了》	玄斗之谷， (a:玄斗+u:之+n:谷) (nh:玄斗+u:之+n:谷) (nz:玄斗+u:之谷+wp:，) (ns:玄斗+u:之谷+wp:，) (a:玄斗+u:之+n:谷+wp:，)
玄斗之谷	玄斗之谷
// 解析錯誤 @ 《我师兄实在太稳健了》	«角色人名»
李长寿	李長壽
// 解析錯誤 @ 《我师兄实在太稳健了》	«角色人名»	(nh:采瑶)	(v:采瑶)	(n:采瑶)	(v:采+n:瑶)	(nh:采+n:瑶)	”采瑶低头避开李长寿目光， (nh:”采瑶)
采瑶	采瑤
// 《我师兄实在太稳健了》	两个食指轻轻刮着眉心， (~刮<role.type:A0>两个食指 ~刮<role.type:ARGM-ADV>轻轻 ~刮<role.type:A1>眉心 m:两+q:个+n:食指+d:轻轻+v:刮+u:着+n:眉心+wp:，) (~刮<COO>v:低头 m:两+q:个+n:食指+d:轻轻+v:刮+u:着+n:眉心+wp:，)
刮着眉心	刮著眉心
// 《我师兄实在太稳健了》	习惯性地刮了刮这辈子已经能控制长还是不长的胡子。 (~刮<role.type:ARGM-ADV>习惯性地 n:习惯性+u:地+v:刮+u:了+v:刮+r:这+q:辈子+d:已经+v:能+v:控制+a:长+c:还是+d:不+a:长+u:的+n:胡子+wp:。)
习惯性地刮了	習慣性地刮了
// 《我师兄实在太稳健了》	勉强足够完成小琼峰‘火力卫星’的一只。 (~只<VOB>v:完成 a:勉强+v:足够+v:完成+a:小+nz:琼峰+wp:‘+n:火力+n:卫星+wp:’+u:的+m:一+q:只+wp:。)
卫星’的一只	衛星』的一只
// 《神国之上》	宁长久在飞仙台上立了一会儿， (~飛仙臺<ATT>nd:上 nh:宁长久+p:在+ns:飞仙台+nd:上+v:立+u:了+m:一会儿+wp:，)
飞仙台	飛仙臺
// 《我师兄实在太稳健了》	自此时开始立斩仙台。 (~斬仙臺<VOB>v:立 p:自+nt:此时+v:开始+v:立+v:斩仙台+wp:。)
斩仙台	斬仙臺
// 《我师兄实在太稳健了》	谪仙台。 (ns:谪仙台+wp:。)	坐在谪仙台， (~謫仙臺<POB>p:在 v:坐+p:在+ns:谪仙台+wp:，)
谪仙台	謫仙臺
// 《我师兄实在太稳健了》	前往上方品仙台。 (~品仙臺<VOB>v:前往 v:前往+nd:上方+ns:品仙台+wp:。)
品仙台	品仙臺
// 《我师兄实在太稳健了》	老夫岂能独坐仙台， (~仙臺<VOB>v:坐 r:老夫+v:岂能+d:独+v:坐+ns:仙台+wp:，)
坐仙台	坐仙臺
// 解析錯誤 @ 《我师兄实在太稳健了》	楼宇仙台圈仙禽。 (~仙臺<SBV>v:圈 n:楼宇+ns:仙台+v:圈+n:仙禽+wp:。)
楼宇仙台	樓宇仙臺
// 《我师兄实在太稳健了》	玉帝回天后非但不会有怪罪， (~回天後<SBV>v:有 ~回天後<role.type:A0>玉帝 n:玉帝+v:回天后+c:非但+d:不+v:会+v:有+n:怪罪+wp:，)
回天后	回天後
// 《我师兄实在太稳健了》	为何盘古神在开天后选择身陨。 (~後<POB>p:在 r:为何+nh:盘古神+p:在+v:开天+nd:后+v:选择+n:身+v:陨+wp:。)
// 解析錯誤 @ 《问道红尘》	便是前世最强盛之时她也就是开天后期并未圆满，现在都已经快要回复巅峰了。 (~後期<VOB>d:就是 d:也+d:就是+v:开+n:天+nd:后期+d:并+d:未+a:圆满)
开天后	開天後
// 解析錯誤 @ 《我师兄实在太稳健了》	有混沌钟钟灵的提醒， (~混沌鐘鐘靈<ATT>v:提醒 v:有+a:混沌钟钟灵+u:的+v:提醒+wp:，)
混沌钟钟灵	混沌鐘鐘靈
// 解析錯誤 @ 《我师兄实在太稳健了》	修为都在元仙后、真仙前， (~元仙後<VOB>v:在 n:修为+d:都+v:在+n:元仙后+wp:、+n:真仙+nd:前+wp:，)
元仙后	元仙後
// 《我师兄实在太稳健了》	那股堪比大罗金仙后期法力的灵力。 (~後期<ATT>n:法力 r:那+q:股+v:堪比+nh:大罗金仙+nt:后期+n:法力+u:的+n:灵力+wp:。)
金仙后	金仙後
// 《我师兄实在太稳健了》	是五只、十只玉像法宝，齐射轰向圣人道场， (~只<COO>q:只 v:是+m:五+q:只+wp:、+m:十+q:只+n:玉像+n:法宝+wp:，+d:齐+v:射+v:轰+p:向+n:圣人+n:道场+wp:，)
十只玉像法宝	十件玉像法寶
// 《我师兄实在太稳健了》	乾坤鲲鹏无敌大冲……撞…… (~衝<VOB>v:无敌 ~衝<role.type:ARGM-ADV>大 n:乾坤+n:鲲鹏+v:无敌+d:大+v:冲+wp:……+v:撞+wp:……)
大冲……撞	大衝……撞
// 解析錯誤 @ 《我师兄实在太稳健了》	不然截教仙后续将会无比被动。 (~後續<SBV>a:被动 c:不然+nz:截教仙+v:后续+d:将+v:会+z:无比+a:被动+wp:。) (~截教仙後<SBV>v:续 c:不然+n:截教仙后+v:续+d:将+v:会+z:无比+a:被动+wp:。)
截教仙后续	截教仙後續
// 《我师兄实在太稳健了》	念感念咒， (~唸感<COO>v:立 ~唸感<role.type:ARGM-ADV>很快 ~唸感<role.type:A0>敖乙 v:念感+v:念咒+wp:，) 匹配的條件式: v:念咒 → ~唸咒 (v:念感念+n:咒+wp:，)
念感念咒	唸感念咒
// 《我师兄实在太稳健了》	师兄背着自己，整天都在搞些什么名堂！ (~背著<role.type:A0>师兄 ~背著<role.type:A1>自己 n:师兄+v:背着+r:自己+wp:，+d:整天+d:都+d:在+v:搞+q:些+r:什么+n:名堂+wp:！)
背着自己，整天	背著自己，整天
// 《我师兄实在太稳健了》	这三百嫦娥总教头，准了。 (~准<CMP>n:教头 ~准<role.type:A0>这三百嫦娥总教头 r:这+m:三百+n:嫦娥+b:总+n:教头+wp:，+a:准+u:了+wp:。)
，准了。	，准了。
// 解析錯誤 @ 《我师兄实在太稳健了》	毫无声息落在那两名真仙后颈， (~後<ATT>n:颈 v:毫无+n:声息+v:落+p:在+r:那+m:两+q:名+n:真仙+n:后+n:颈+wp:，)
仙后颈	仙後頸
// 解析錯誤 @ 《神国之上》	险些一把薅掉鱼王后颈的毛发。 (~魚王後<ATT>n:颈 d:险些+m:一+q:把+v:薅+v:掉+n:鱼王后+n:颈+u:的+n:毛发+wp:。)
王后颈	王後頸
// 《我师兄实在太稳健了》	十卦九不准、 (~不準<VOB>v:写 m:十+q:卦+m:九+d:不准+wp:、)
十卦九不准	十卦九不準
// 《我师兄实在太稳健了》	那还能不准？ (~不準<COO>a:准 ~不準<role.type:A0>那 ~不準<role.type:ARGM-ADV>还 r:那+d:还+v:能+v:不准+wp:？)
那还能不准？	那還能不準？
// 《我师兄实在太稳健了》	建造大批集体修舍、单间仙寓、 (~修舍<VOB>v:建造 v:建造+m:大批+n:集体+v:修舍+wp:、+n:单间+n:仙寓+wp:、)
集体修舍、	集體修舍、
// 《我师兄实在太稳健了》	他还背着道祖，将一些不该传给猴子的，也传给猴子。 (~背著<role.type:A0>他 ~背著<role.type:ARGM-ADV>还 ~背著<role.type:A1>道祖 r:他+d:还+v:背着+n:道祖+wp:，+p:将+m:一些+d:不+v:该+v:传+v:给+n:猴子+u:的+wp:，+d:也+v:传+v:给+n:猴子+wp:。)
还背着道祖，将	還背著道祖，將


// 解析錯誤 @ 《我在幕后调教大佬》	«角色人名»	范无救 (n:范+v:无救+wp:。)
范无救	范無救


// 解析錯誤 @ 《第一序列》	«角色人名»	瓦列里去哪里了？ (~瓦列里<SBV>v:去 n:瓦列里+v:去+r:哪里+u:了+wp:？)
瓦列里	瓦列里


// 《超神机械师》	而如今只剩黑色的死寂这是帝国境内的一个探索历古战场。 (~曆古<ATT>n:战场 c:而+nt:如今+d:只+v:剩+n:黑色+u:的+a:死寂+r:这+v:是+n:帝国+nl:境内+u:的+m:一个+v:探索+v:历古+n:战场+wp:。)
// 《超神机械师》	坐落于远古星漠一颗著名的探索历古战场遗迹星球， (~曆古<ATT>n:战场 v:坐落+p:于+nt:远古+n:星漠+m:一+q:颗+a:著名+u:的+v:探索+v:历古+n:战场+n:遗迹+n:星球+wp:，)
探索历古战场	探索曆古戰場
// 《超神机械师》	还是在探索历时期， (~探索曆時期<POB>p:在 d:还是+p:在+v:探索历时期+wp:，)
探索历时期	探索曆時期
// 《超神机械师》	你可以选择当独行佣兵， (~獨行傭兵<VOB>v:当 r:你+v:可以+v:选择+v:当+v:独行佣兵+wp:，) (~傭兵<VOB>v:当 r:你+v:可以+v:选择+v:当+v:独行+n:佣兵+wp:，)
独行佣兵	獨行傭兵
// 《超神机械师》	本尼特背着他将真相告诉了六国。 (~背著<role.type:A0>本尼特 ~背著<role.type:A1>他 nh:本尼特+v:背着+r:他+p:将+n:真相+v:告诉+u:了+m:六+n:国+wp:。)
背着他将真相告诉	背著他將真相告訴
// 採風問俗
// 《超神机械师》	顺便采采风 (~採採風<COO>v:订 d:顺便+v:采采风) (d:顺便+v:采采+n:风)
采采风	採採風
// 解析錯誤 @ 《超神机械师》	递到海拉面前， (~面前<POB>v:到 v:递+v:到+n:海拉+nd:面前) (~面前<POB>v:到 v:递+v:到+nz:海拉+nl:面前) (~面前<POB>v:到 v:递+v:到+nh:海拉+nd:面前) (v:递+v:到+nz:海拉面前)
海拉面前	海拉面前
// 解析錯誤 @ 《超神机械师》	目送海拉面色不善离开， (~海拉面<ATT>n:色 v:目送+nh:海拉面+n:色+a:不善+v:离开+wp:，)
// 解析錯誤 @ 《超神机械师》	海拉面色一变， (~海拉面色<SBV>v:变 n:海拉面色+d:一+v:变+wp:，)
// 解析錯誤 @ 《超神机械师》	海拉面色一紧， (~海拉面色<SBV>a:紧 n:海拉面色+d:一+a:紧+wp:，)
海拉面色	海拉面色
// 《超神机械师》	虚灵也只会夸克苏耶做的好。 (~誇克蘇耶<VOB>v:会 n:虚灵+d:也+d:只+v:会+nh:夸克苏耶+v:做+u:的+a:好+wp:。)
夸克苏耶	誇克蘇耶
// 《超神机械师》	前世叫做潘古里德星。 (~潘古里德星<VOB>v:叫做 nt:前世+v:叫做+nz:潘古里德星+wp:。)
// 《超神机械师》	这个种族也被称为潘古里德巨精灵。 (~潘古里德<ATT>n:精灵 r:这个+n:种族+d:也+p:被+v:称为+nz:潘古里德+a:巨+n:精灵+wp:。)
潘古里德	潘古里德
// 《超神机械师》	名为菲里星， (~菲里星<VOB>v:为 n:名+v:为+n:菲里星+wp:，)
// 《超神机械师》	现在黑星军团探索队正在前往菲里星， (~菲里星<VOB>v:前往 nt:现在+n:黑星+n:军团+n:探索队+d:正在+v:前往+nz:菲里星+wp:，)
菲里星	菲里星
// 《超神机械师》	你们可以叫他克克子…… (~克克子<VOB>v:叫 r:你们+v:可以+v:叫+r:他+n:克克子+wp:……)
// 《超神机械师》	克克子！ (nh:克克子+wp:！)
克克子	克克子


// 解析錯誤 @ 《大奉打更人》	元景帝顿时没再犹豫，沉声道：“准了。” (wp:“+a:准+u:了+wp:。)
“准了。	「准了。
// 解析錯誤 @ 《大奉打更人》	努尔赫加脸色严峻，大手一挥：“准！” (~准<COO>a:严峻 nh:努尔赫加+n:脸色+a:严峻+wp:，+a:大+n:手+d:一+v:挥+wp:：+wp:“+a:准+wp:！+wp:”)
“准！”	「准！」
// 解析錯誤 @ 《大奉打更人》	府里正要走关系呢， (~府裡<SBV>v:走关系 n:府里+d:正要+v:走关系+u:呢+wp:，)
府里正要	府裡正要
// 《大奉打更人》	因为他的表情是这样的：(﹁﹁) (~﹁﹁<WP>v:是 c:因为+r:他+u:的+n:表情+v:是+r:这样+u:的+wp:：+wp:(+wp:﹁﹁+wp:))
(﹁﹁)	(﹁﹁)
// 解析錯誤 @ 《大奉打更人》	顺带打压儿子中会元后，日渐膨胀的妻子： (~後<ATT>n:妻子 d:顺带+v:打压+n:儿子+v:中会元+nd:后+wp:，+d:日渐+v:膨胀+u:的+n:妻子+wp:：)
中会元后，	中會元後，
// 《大奉打更人》	方寸肤圆光致致，白罗绣屉红托里........ (~托裡<COO>n:屉 n:方寸+n:肤+a:圆+z:光致致+wp:，+a:白+n:罗+n:绣+n:屉+a:红+n:托里+wp:........)
红托里	紅托裡
// 《大奉打更人》	小云子， (nh:小云子+wp:，)
小云子	小雲子
// 解析錯誤 @ 《大奉打更人》	许七安感觉到了胸膛将某出柔软挺拔给深深挤压了。 (~齣<ATT>a:柔软 nh:许七安+v:感觉+v:到+u:了+n:胸膛+p:将+r:某+v:出+a:柔软+a:挺拔+p:给+d:深深+v:挤压+u:了+wp:。)
将某出柔软	將某齣柔軟
// 《大奉打更人》	这年头都流行姐妹内卷，花神卷国师，怀庆卷临安，玲月卷元霜.......... (~花神捲<ATT>n:国师 r:这+n:年头+d:都+v:流行+n:姐妹+nd:内卷+wp:，+n:花神卷+n:国师+wp:，+n:怀庆卷+ns:临安+wp:，+nh:玲月卷+nh:元霜+wp:..........)
花神卷国师	花神捲國師
怀庆卷	懷慶捲
玲月卷	玲月捲
// 《大奉打更人》	回头等你回复了，又想着提着剑砍我 (~回復<VOB>v:等 ~回復<role.type:A0>你 d:回头+v:等+r:你+v:回复+u:了+wp:，+d:又+v:想+u:着+v:提+u:着+n:剑+v:砍+r:我)
回头等你回复了	回頭等你回復了
// 解析錯誤 @ 《大奉打更人》	“吁”声大作， (~吁」聲<SBV>v:大作 wp:“+n:吁”声+v:大作+wp:，)
“吁”声	「吁」聲
// 《大奉打更人》	赵守御风而起， (~趙守御風<SBV>v:起 nh:赵守御风+c:而+v:起+wp:，)
赵守御风	趙守御風
// 解析錯誤 @ 《咫尺之间人尽敌国》	«角色人名»	而余采薇， (n:余采+nh:薇)
余采薇	余采薇
// 《大奉打更人》	«角色人名»	公孙向明 (~公孫向明 nh:公孙向明)
公孙向明	公孫向明
// 解析錯誤 @ 《大奉打更人》	«角色人名»
采儿	采兒


// 解析錯誤 @ 《一品修仙》	在念海里， (~念<ATT>nl:海里 p:在+v:念+nl:海里+wp:，)
// 解析錯誤 @ 《一品修仙》	在念海里就是真的， (~念<ATT>nl:海里 p:在+v:念+nl:海里+d:就+v:是+a:真+u:的+wp:，)
// 解析錯誤 @ 《一品修仙》	在念海里所化的生灵？ (p:在+v:念+nl:海+nd:里+u:所+v:化+u:的+n:生灵+wp:？)
在念海	在念海
// 解析錯誤 @ 《一品修仙》	现在十有**也不会来念海。 (~念海<COO>v:来 nt:现在+m:十+v:有**+d:也+d:不+v:会+v:来+v:念海+wp:。)
// 解析錯誤 @ 《一品修仙》	现在来念海的只是一个叫姬无真的家伙而已。 (~念海<VOB>v:来 nt:现在+v:来+v:念海+u:的+d:只是+m:一个+v:叫+nh:姬无真+u:的+n:家伙+u:而已+wp:。)
来念海	來念海
// 《一品修仙》	去念海， (~念海<VOB>v:去 v:去+ns:念海+wp:，)
去念海	去念海
// 解析錯誤 @ 《一品修仙》	也就念海那种地方， (~念<COO>n:名 ~念<role.type:ARGM-ADV>毫无意外 d:也+d:就+v:念+n:海+r:那种+n:地方+wp:，)
就念海	就念海
// 解析錯誤 @ 《一品修仙》	以你的境界和神魂，绝对不可能抵挡这种念的力量。 (~念<ATT>n:力量 p:以+r:你+u:的+n:境界+c:和+n:神魂+wp:，+d:绝对+d:不+v:可能+v:抵挡+r:这种+v:念+u:的+n:力量+wp:。)
这种念的	這種念的
// 《一品修仙》	对比这些念的主人， (~念<ATT>n:主人 v:对比+r:这些+v:念+u:的+n:主人+wp:，)
这些念的	這些念的
// 解析錯誤 @ 《一品修仙》	这一点上周王拍马都跟不上你， (~上周<ADV>v:跟不上 r:这+m:一+q:点+nd:上周+nh:王+v:拍马+d:都+v:跟不上+r:你+wp:，)
这一点上周王	這一點上周王
// 《我在幕后调教大佬》	将几位妙法谷中的宿老都惊地呆在原地， (p:将+m:几+q:位+ns:妙法谷+nd:中+u:的+n:宿老+d:都+v:惊+u:地+v:呆+p:在+n:原地+wp:，)
惊地呆在	驚地呆在
// 《一品修仙》	就能进入其中的时候，荀穆却呆在了那里。 (d:就+v:能+v:进入+r:其中+u:的+n:时候+wp:，+nh:荀穆+d:却+v:呆+v:在+u:了+r:那里+wp:。)
荀穆却呆在了那里	荀穆卻呆在了那裡
// 《一品修仙》	他呆在了原地，瞳仁慢慢的消失， (~呆<role.type:A0>他 r:他+v:呆+v:在+u:了+n:原地+wp:，+n:瞳仁+d:慢慢的+v:消失+wp:，)
呆在了原地，瞳仁	呆在了原地，瞳仁
// 《一品修仙》	少女微微一滞，呆在了那里， (~呆<COO>v:滞 n:少女+d:微微+d:一+v:滞+wp:，+v:呆+v:在+u:了+r:那里+wp:，)
一滞，呆在	一滯，呆在
// 解析錯誤 @ 《一品修仙》	«角色人名»	“老身苍郁， (~蒼郁<COO>v:顿 wp:“+n:老身+a:苍郁+wp:，)
老身苍郁	老身蒼郁
// 解析錯誤 @ 《一品修仙》	«角色人名»	苍郁姥姥乐呵呵的离开， (~蒼郁<ATT>n:姥姥 a:苍郁+n:姥姥+z:乐呵呵+u:的+v:离开+wp:，)
苍郁姥姥	蒼郁姥姥
// 《一品修仙》	«角色人名»	我知道你化名朱晓松了， (~朱曉松<VOB>v:化名 r:我+v:知道+r:你+v:化名+nh:朱晓松+u:了+wp:，)
朱晓松	朱曉松
// 《一品修仙》	估摸着黑面自己都不知道， (~面<VOB>v:估摸 v:估摸+u:着+a:黑+n:面+r:自己+d:都+d:不+v:知道+wp:，)
黑面自己	黑面自己
// 《一品修仙》	黑面坑着鬼幡， (~面<SBV>v:坑 a:黑+n:面+v:坑+u:着+n:鬼幡+wp:，)
黑面坑着	黑面坑著
// 《一品修仙》	黑面沉着脸， (~面<SBV>v:沉 a:黑+n:面+v:沉+u:着+n:脸+wp:，)
黑面沉着脸	黑面沉著臉	
// 《一品修仙》	黑面自无不可。 (~面<SBV>v:无 a:黑+n:面+d:自+v:无+v:不可+wp:。)
黑面自无不可	黑面自無不可
// 《一品修仙》	不准道人海森宝、 (v:不准+n:道人+nh:海森宝+wp:、)
不准道人海森宝	不準道人海森寶
// 《一品修仙》	若非有嬴帝舍下面皮， (~嬴帝捨<ATT>nd:下 c:若非+v:有+nh:嬴帝舍+nd:下+n:面皮+wp:，)
舍下面皮	捨下面皮
// 解析錯誤 @ 《一品修仙》	找一个足够强大的“舍”。 (~舍<VOB>v:找 v:找+m:一个+v:足够+a:强大+u:的+wp:“+n:舍+wp:”+wp:。)
“舍”	「舍」


// https://zh.wikisource.org/wiki/靈寶無量度人上品妙經/1
// 《不会真有人觉得修仙难吧》	周回十过，以召十方， (v:周回+m:十+v:过+wp:，+c:以+v:召+m:十+q:方+wp:，)
周回十过	周回十過
// 《不会真有人觉得修仙难吧》	当时大干天子和皇后褚柔云为何那般对待自己， (~大乾天子<SBV>v:对待 nt:当时+v:大干天子+c:和+n:皇后+nh:褚柔云+r:为何+r:那般+v:对待+r:自己+wp:，)
大干天子	大乾天子
// 《我在幕后调教大佬》	古云之章 (~雲<ATT>n:章 a:古+n:云+u:之+n:章)
古云之章	古雲之章
// 《我在幕后调教大佬》	云青，不要呆着了，去找， (~呆<role.type:A0>云青 ~呆<role.type:ARGM-ADV>不要 nh:云青+wp:，+d:不要+v:呆+u:着+u:了+wp:，+v:去+v:找+wp:，)
不要呆着了	不要呆著了
// 《我在幕后调教大佬》	老妇人伸出手，恰到好处将那花瓣拈在手中，呆着， (~呆<COO>v:拈 ~呆<role.type:A0>老妇人 n:老妇人+v:伸出+n:手+wp:，+i:恰到好处+p:将+r:那+n:花瓣+v:拈+p:在+nl:手中+wp:，+v:呆+u:着+wp:，)
手中，呆着，	手中，呆著，
// 《我在幕后调教大佬》	于将的脑海中出现了起码六种材料结构， (~于將<ATT>n:脑海 p:于将+u:的+n:脑海+nd:中+v:出现+u:了+d:起码+m:六+q:种+n:材料+n:结构+wp:，)
于将的	于將的
// 《我在幕后调教大佬》	他强到这种程度，四万年时间都没有回复么？ (~回復<COO>a:强 ~回復<role.type:A1>他 ~回復<role.type:ARGM-ADV>强到这种程度 ~回復<role.type:ARGM-ADV>都 ~回復<role.type:ARGM-ADV>没有 r:他+a:强+v:到+r:这种+n:程度+wp:，+m: 四万+q:年+n:时间+d:都+d:没有+v:回复+u:么+wp:？)
时间都没有回复	時間都沒有回復
// 《我在幕后调教大佬》	但是还有云字，她该是天上的琼花， (~雲<ATT>n:字 c:但是+v:还有+n:云+n:字+wp:，+r:她+v:该+v:是+nl:天上+u:的+n:琼花+wp:，)
但是还有云字	但是還有雲字
// 《我在幕后调教大佬》	那么混沌钟的意思是，借此宝可以镇压混沌，诛邪不侵，而只要被钟扣住， (~鐘<POB>p:被 c:那么+n:混沌钟+u:的+n:意思+v:是+wp:，+v:借+r:此宝+v:可以+v:镇压+a:混沌+wp:，+v:诛+a:邪+d:不+v:侵+wp:，+c:而+c:只要+p:被+n:钟+v:扣+v:住+wp:，)
